product_name,price_gbp,product_url,our_category,competitor,source,scrape_date
Pom Pom Decoration,28.0,Manual Research,Bunting & Decoration,Cox & Cox,Manual Research,2026-03-21
Ceramic Robin Ornament,15.0,Manual Research,Nature & Animals,Cox & Cox,Manual Research,2026-03-21
Wooden Bird Decoration Set,22.5,Manual Research,Nature & Animals,Cox & Cox,Manual Research,2026-03-21
Hedgehog Garden Ornament,35.0,Manual Research,Nature & Animals,Cox & Cox,Manual Research,2026-03-21
Fox Figurine,18.0,Manual Research,Nature & Animals,Cox & Cox,Manual Research,2026-03-21
Butterfly Wall Art,40.0,Manual Research,Nature & Animals,Cox & Cox,Manual Research,2026-03-21
Squirrel Nut Bowl,25.0,Manual Research,Nature & Animals,Cox & Cox,Manual Research,2026-03-21
Luxury Gift Set,65.0,Manual Research,Sets & Kits,Cox & Cox,Manual Research,2026-03-21
Home Scent Gift Set,45.0,Manual Research,Sets & Kits,Cox & Cox,Manual Research,2026-03-21
Gardening Tool Kit,55.0,Manual Research,Sets & Kits,Cox & Cox,Manual Research,2026-03-21
Spa Relaxation Set,38.0,Manual Research,Sets & Kits,Cox & Cox,Manual Research,2026-03-21
Afternoon Tea Set,42.0,Manual Research,Sets & Kits,Cox & Cox,Manual Research,2026-03-21
Wine Lover's Gift Box,58.0,Manual Research,Sets & Kits,Cox & Cox,Manual Research,2026-03-21
Baker's Companion Set,20.0,Manual Research,Sets & Kits,Cox & Cox,Manual Research,2026-03-21
Artisanal Cheese Board Kit,32.0,Manual Research,Sets & Kits,Cox & Cox,Manual Research,2026-03-21
